SID,Age,Sex,Language,Experimenter,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,SF,11,252,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,SF,12,271,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,1,5,10,10,10,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,2,7,50,50,50,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,3,16,18,18,18,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,5,52,10,10,10,0,,,,,,,,Next Number!,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,6,71,30,30,30,0,1,,1,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,7,105,12,12,12,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,8,107,18,18,18,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,9,116,12,12,12,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,10,224,9,9,9,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,11,252,18,18,18,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,NN,12,271,13,13,13,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,Sample Item B,SockFlower,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,15,MugHourglassBlock,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,18,DrumRainbowHourglass,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,19,BellBlockHat,1,1,1,1,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,20,ChairDrumMug,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,22,HourglassBellChair,0,0,0,0,,,,,,,,,0,
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-B,4.254620123,F,Slovenian,Vesna,JA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,3,16,17,17,17,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,4,24,25,25,25,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,5,52,53,53,53,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,6,71,72,72,72,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,7,105,106,106,106,1,0,0,0,1,1,1,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,8,107,108,108,108,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,9,116,118,118,118,0,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,10,224,225,225,225,1,0,0,0,1,1,1,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,11,252,254,254,254,0,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,SF,12,271,272,272,272,1,1,1,1,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,1,5,6,6,6,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,3,16,17,17,17,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,7,105,106,106,106,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,8,107,108,108,108,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,9,116,117,117,117,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,10,224,225,225,225,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,11,252,253,253,253,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,NN,12,271,272,272,272,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,17,HourglassMugBell,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,18,DrumRainbowHourglass,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,19,BellBlockHat,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,20,ChairDrumMug,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,22,HourglassBellChair,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,23,PlanetShoeClockStar,1,1,1,1,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,24,HourglassKiteBlockHeart,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,25,StarBookHourglassShoe,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,26,KiteTirePlanetBlock,0,0,0,0,,,,,,,,,0,
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-D,6.231348392,F,Slovenian,Vesna,JA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,2,7,8,8,8,1,0,0,0,1,1,1,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,3,16,18,18,18,0,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,4,24,25,25,25,1,0,0,0,1,1,1,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,5,52,54,54,54,0,0,0,0,0,0,0,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,6,71,72,72,72,1,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,7,105,107,108,107,0,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,8,107,108,118,108,1,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,9,116,118,,118,0,1,1,1,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,10,224,NA,,NA,NA,0,0,0,0,0,0,he can't pronounce them,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,11,252,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,SF,12,271,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,1,5,7,7,7,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,2,7,IDK ,IDK,IDK,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,3,16,18,18,18,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,4,24,18,18,18,0,,,,,,,,Next Number!,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,6,71,18,18,18,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,7,105,106,106,106,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,8,107,120,120,120,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,9,116,90,90,90,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,10,224,52,52,52,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,11,252,30 and 50,50,30 and 50,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,NN,12,271,18,18,18,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,17,HourglassMugBell,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,18,DrumRainbowHourglass,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,19,BellBlockHat,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,20,ChairDrumMug,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,22,HourglassBellChair,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,23,PlanetShoeClockStar,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,24,HourglassKiteBlockHeart,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,25,StarBookHourglassShoe,1,1,1,1,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,26,KiteTirePlanetBlock,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,27,BookHeartTireClock,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,0,0,0,0,,,,,,,,,0,
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-G,5.207392197,M,Slovenian,Vesna,JA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,GiveN,1,6,NA,10,10,0,,,,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,Second try:6. Gave 6,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,3,16,17,17,17,1,0,0,0,1,1,1,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,4,24,26,26,26,0,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,5,52,54,54,54,0,0,0,0,0,0,0,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,6,71,73,73,73,0,0,0,0,1,1,1,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,7,105,106,106,106,1,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,8,107,108,108,108,1,0,0,0,1,1,1,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,9,116,118,118,118,0,1,1,1,,,,,,0,
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,10,224,NA,,NA,NA,0,0,0,0,0,0,"mc1: 120, 26, 126","Other tries, 26, 126",1,no data
18072018-IZ,4.481861739,F,Slovenian,Vesna,JA,,,,,,SF,11,252,NA,,NA,NA,0,0,0,0,0,0,"mc1: 20 and 50, 154",154,1,no data
