SID,Age,Sex,Language,Experimenter,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,17,HourglassMugBell,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,18,DrumRainbowHourglass,1,1,1,1,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,19,BellBlockHat,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,20,ChairDrumMug,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,0,
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
Vip01,5.237508556,F,Slovenian,Petra,JA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,GiveN,1,6,NA,5,5,0,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,GiveN,3,7,NA,5,7,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,GiveN,4,5,NA,5,5,1,,,,,,,,Second try:6. Child gave 5,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,Training,1,NA,NA,NA,NA,NA,,NA,,,,,DID NOT understand the task,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,1,5,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,2,7,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,3,16,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,4,24,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,5,52,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,6,71,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,7,105,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,8,107,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,9,116,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,10,224,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,11,252,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,SF,"no data for SF, did not seem to understand WCN",SF,12,271,NA,NA,NA,NA,NA,,NA,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,Training,1,"3, 2",2,2,1,,,,,,,,"Counts 6,7,8,9,",1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,1,5,"5, 9",9,9,0,,,,,,,,2 hands counts to 6,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,2,7,<2 hands>,NA,2 hands,0,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,3,16,counts to 6,NA,counts to 6,0,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,4,24,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,5,52,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,6,71,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,7,105,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,8,107,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,9,116,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,10,224,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,11,252,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,1,NN,"no data for SF, did not seem to understand WCN",NN,12,271,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,13,BellRainbowChair,0,0,0,0,,,,,,,,,0,
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,14,BlockHatDrum,NA,NA,NA,NA,,,,,,,,wants to stop here,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,15,MugHourglassBlock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,16,HatChairRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
Vip02,4.506502396,M,Slovenian,Petra,JA,1,more than 20% of data missing,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,GiveN,2,9,NA,8,8,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,GiveN,3,7,NA,9,9,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,GiveN,4,5,NA,10,10,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,3,16,17,17,17,1,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,4,24,26,26,26,0,0,0,0,1,1,1,mc1: 27,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,5,52,53,53,53,1,0,0,0,0,0,0,mc2: 21,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,6,71,NA,NA,NA,NA,1,1,1,,,,,No answer,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,7,105,107,107,107,0,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,8,107,109,109,109,0,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,10,224,226,226,226,0,0,0,0,0,0,0,mc1: 160,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,11,252,NA,,NA,NA,0,0,0,0,0,0,"mc2: 260, no answer","X3/2, No Answer",1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,SF,12,271,72,,72,0,0,0,0,0,0,0,"mc1: 260, mc2: 260","X72, it it O",0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,1,5,15,15,15,0,0,,0,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,2,7,17,17,17,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,3,16,15,15,15,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,4,24,13,13,13,0,,,,,,,,ZNAM do 13,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,6,71,73,73,73,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,7,105,15,15,15,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,8,107,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,9,116,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,10,224,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,11,252,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,NN,12,271,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,11,CloverKite,0,0,0,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,17,HourglassMugBell,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data
Vip04,5.245722108,M,Slovenian,Petra,JA,,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,GiveN,3,7,NA,10,10,0,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,Training,1,2,2,2,1,0,0,0,1,0,1,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,3,16,17,17,17,1,1,1,1,,,,,,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,4,24,25,25,25,1,0,0,0,0,0,0,"mc1: 16, mc2: 41",,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,5,52,53,53,53,1,0,0,0,0,0,0,"mc1: 25, mc2: IDK",,0,
Vip05,4.514715948,M,Slovenian,Petra,HA,,,,,,SF,6,71,73,73,73,0,0,0,0,0,0,0,"mc1: 17, mc2: IDK",,0,
