SID,Age,Sex,Language,Experimenter,Location,Entered_By,Exclude_analysis,Exclude_analysis_reason,Exclude_task,Excluded_task,Exclude_task_reason,Task,Trial_number,Task_item,Response_single,Response_double,Response_final,Correct,Mem_check_1_single,Mem_check_1_double,Mem_check_1_final,Mem_check_2_single,Mem_check_2_double,Mem_check_2_final,Notes_single_coding,Notes_double,Exclude_trial,Exclude_trial_single_reason,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,4,24,26,26,26,0,0,0,0,1,1,1,mc1: 18,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,5,52,53,53,53,1,0,0,0,0,0,0,"mc1: 20, mc2: 20",,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,6,71,73,73,73,0,0,0,0,0,0,0,"mc1: 26, mc2: 24",,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,7,105,106,106,106,1,0,0,0,0,0,0,"mc1: 50, mc2: 150",,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,8,107,109,109,109,0,0,0,0,0,0,0,"mc1: 15, mc2: 14",,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,0,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,10,224,206,,206,0,0,0,0,0,0,0,"mc1: 20, mc2: 20, a1: 206",1st....... 2nd: 206,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,11,252,253,253,253,1,0,0,0,0,0,0,"mc1: 22, mc2: 22",,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,SF,12,271,273,273,273,0,0,0,0,0,0,0,"mc1: 25, mc2: 25, a1: 203",203 - 1st,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,1,5,6,6,6,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,3,16,"15, 17",17,17,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,7,105,600,600,600,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,8,107,800,800,800,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,9,116,17 - STO,510,17-STO,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,10,224,"25, 1",1,1,0,,,,,,,I said 242,I said: 242,1,experimenter error,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,11,252,"15, 100",100,100,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,NN,12,271,NA,,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,15,MugHourglassBlock,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,16,HatChairRainbow,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,17,HourglassMugBell,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,19,BellBlockHat,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,20,ChairDrumMug,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,21,RainbowMugHat,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,22,HourglassBellChair,1,1,1,1,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,0,0,0,0,,,,,,,,,0,,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj11,4.413415469,M,Slovenian,Petra,NG,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,GiveN,1,6,NA,6,6,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,GiveN,2,9,NA,9,9,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,Training,1,2,2,2,1,0,0,0,1,1,1,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,1,5,6,6,6,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,3,16,17,17,17,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,4,24,25,25,25,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,5,52,53,53,53,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,6,71,72,72,72,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,7,105,107,107,107,0,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,8,107,108,108,108,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,10,224,226,226,226,0,0,0,0,1,1,1,"mc1; 24, a1: 326",,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,11,252,253,253,253,1,0,0,0,0,0,0,"mc1: 152, mc2: 152",326 - Istans,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,SF,12,271,272,272,272,1,0,0,0,1,1,1,mc1: 171,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,1,5,"4, 6",6,6,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,3,16,17,17,17,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,4,24,25,25,25,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,5,52,53,53,53,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,6,71,72,72,72,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,7,105,106,106,106,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,8,107,108,108,108,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,9,116,117,117,117,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,10,224,"223, 125",125,125,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,11,252,NA,,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,NN,12,271,NA,,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,10,TireHydrant,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,12,PresentDucck,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,13,BellRainbowChair,1,11,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,14,BlockHatDrum,1,1,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,16,HatChairRainbow,0,1,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,17,HourglassMugBell,1,,1,1,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,19,BellBlockHat,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,20,ChairDrumMug,0,0,0,0,,,,,,,,,0,,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,28,BlockPlanetKiteHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,29,SunDrumRainbowHydrantClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,30,BalloonCloverBookPlanetMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,31,BookClockBalloonSunPlanet,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,32,DrumMugHydrantCloverRainbow,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,33,LeafTireHatClockShoeDuck,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,34,StarBellRainbowChairCakePresent,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj12,6.012320329,M,Slovenian,INITIALS,NG,JA,0,,,,,WPPSI,35,RainbowPresentCakeHatShoeBellLeaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,GiveN,1,6,NA,5,7,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,GiveN,2,9,NA,7,7,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,GiveN,3,7,NA,7,7,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,GiveN,4,5,NA,5,5,1,,,,,,,,Second try:6. Given:5,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,Training,1,2,2,2,1,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,1,5,7,7,7,0,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,2,7,8,8,8,1,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,3,16,18,18,18,0,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,4,24,26,26,26,0,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,5,52,53,53,53,1,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,6,71,73,73,73,0,0,0,0,1,1,1,mc1: 47,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,7,105,106,106,106,1,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,8,107,NA,NA,NA,NA,1,1,1,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,9,116,117,117,117,1,1,1,1,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,10,224,26,,206,0,0,0,0,0,0,0,"mc1: 27, mc2: 27, a1: 26, a2: 206","1s:26, 2nd:206",0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,11,252,253,253,253,1,0,0,0,0,0,0,"mc1: 252, mc2: 52, a1: 53",1st:53,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,SF,12,271,73,,73,0,0,0,0,0,0,0,"mc1: 71, mc2: 71, a1: 73, a2: 73","1st:73, 2nd:73",0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,Training,1,2,2,2,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,1,5,6,6,6,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,2,7,8,8,8,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,3,16,20,20,20,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,4,24,"1, 6",6,6,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,5,52,IDK,IDK,IDK,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,6,71,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,7,105,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,8,107,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,9,116,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,10,224,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,11,252,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,NN,12,271,NA,,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,Training,Apple,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,1,Sun,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,2,Book,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,3,Cake,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,4,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,5,Balloon,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,6,Leaf,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,Sample Item B,SockFlower,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,7,PresentTire,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,8,KiteHydrant,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,9,DuckClover,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,10,TireHydrant,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,11,CloverKite,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,12,PresentDucck,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,13,BellRainbowChair,1,1,1,1,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,14,BlockHatDrum,0,0,0,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,15,MugHourglassBlock,0,0,0,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,16,HatChairRainbow,0,0,0,0,,,,,,,,,0,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,17,HourglassMugBell,NA,,NA,NA,,,,,,,,,1,,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,18,DrumRainbowHourglass,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,19,BellBlockHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,20,ChairDrumMug,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,21,RainbowMugHat,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,22,HourglassBellChair,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,23,PlanetShoeClockStar,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,24,HourglassKiteBlockHeart,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,25,StarBookHourglassShoe,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,26,KiteTirePlanetBlock,NA,NA,NA,NA,,,,,,,,,1,no data,,
Naj13,4.257357974,F,Slovenian,Petra,NG,JA,0,,,,,WPPSI,27,BookHeartTireClock,NA,NA,NA,NA,,,,,,,,,1,no data,,
